SYMBOL_CODE,SYMBOL_NAME,MARKET_TYPE,ASSETS_TYPE,PUBLIC_DATE,INDUSTRY
有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode
058134　矽創統一37購03,TW23Z0581348,2023/09/11,上市,,RWSCCA
058135　世紀鋼統一39購02,TW23Z0581355,2023/09/11,上市,,RWSCCA
058136　緯穎第一37購01,TW23Z0581363,2023/09/11,上市,,RWSCCA
058137　聚陽凱基39購01,TW23Z0581371,2023/09/11,上市,,RWSCCA
05813T　華城國票38售04,TW24Z05813T0,2024/01/15,上市,,RWSCPE
05814T　威盛國票38售02,TW24Z05814T8,2024/01/15,上市,,RWSCPE
058154　健鼎凱基38購01,TW23Z0581546,2023/09/11,上市,,RWSCCA
058157　智易凱基39購01,TW23Z0581579,2023/09/11,上市,,RWSCCA
05815T　長榮國票38售05,TW24Z05815T5,2024/01/15,上市,,RWSCPE
05816T　王品國票38售02,TW24Z05816T3,2024/01/15,上市,,RWSCPE
058176　華通群益39購01,TW23Z0581769,2023/09/11,上市,,RWSCCA
05817T　緯創國票38售02,TW24Z05817T1,2024/01/15,上市,,RWSCPE
05818T　臺股指國票38售02,TW24Z05818T9,2024/01/15,上市,,RWICPE
058194　啟碁群益39購03,TW23Z0581942,2023/09/11,上市,,RWSCCA
058197　緯穎群益39購02,TW23Z0581975,2023/09/11,上市,,RWSCCA
05819T　臺股指國票38售03,TW24Z05819T7,2024/01/15,上市,,RWICPE
05820T　美時統一39售04,TW24Z05820T5,2024/01/15,上市,,RWSCPE
058212　A50正2富邦37購01,TW23Z0582122,2023/09/11,上市,,RWBCCA
058217　大立光富邦38購03,TW23Z0582171,2023/09/11,上市,,RWSCCA
058218　健鼎富邦39購01,TW23Z0582189,2023/09/11,上市,,RWSCCA
058219　辛耘富邦37購02,TW23Z0582197,2023/09/11,上市,,RWSCCA
05821T　佳世達統一39售01,TW24Z05821T3,2024/01/15,上市,,RWSCPE
05822T　大同統一3A售01,TW24Z05822T1,2024/01/15,上市,,RWSCPE
05823T　奇鋐群益37售10,TW24Z05823T9,2024/01/15,上市,,RWSCPE
058242　漢翔元大39購01,TW23Z0582429,2023/09/11,上市,,RWSCCA
05824T　創意元大37售11,TW24Z05824T7,2024/01/15,上市,,RWSCPE
058257　啟碁元大39購01,TW23Z0582577,2023/09/11,上市,,RWSCCA
05825T　SP黃豆凱基3A售01,TW24Z05825T4,2024/01/15,上市,,RWBCPE
058261　臻鼎兆豐39購01,TW23Z0582619,2023/09/12,上市,,RWSCCA
058263　滬深2X永豐37購01,TW23Z0582635,2023/09/12,上市,,RWBCCA
058265　台積電永豐39購01,TW23Z0582650,2023/09/12,上市,,RWSCCA
05826T　華城凱基38售02,TW24Z05826T2,2024/01/15,上市,,RWSCPE
058273　奇鋐第一39購01,TW23Z0582734,2023/09/12,上市,,RWSCCA
058274　東元統一37購02,TW23Z0582742,2023/09/12,上市,,RWSCCA
058275　中華統一39購03,TW23Z0582759,2023/09/12,上市,,RWSCCA
058277　華通統一37購01,TW23Z0582775,2023/09/12,上市,,RWSCCA
058278　華通統一39購01,TW23Z0582783,2023/09/12,上市,,RWSCCA
058279　華通統一39購02,TW23Z0582791,2023/09/12,上市,,RWSCCA
05827T　台達電凱基39售02,TW24Z05827T0,2024/01/15,上市,,RWSCPE
058281　大同統一39購01,TW23Z0582817,2023/09/12,上市,,RWSCCA
058282　晶豪科統一37購02,TW23Z0582825,2023/09/12,上市,,RWSCCA
058283　晶技統一37購03,TW23Z0582833,2023/09/12,上市,,RWSCCA
058285　亞翔統一37購02,TW23Z0582858,2023/09/12,上市,,RWSCCA
058287　啟碁統一37購04,TW23Z0582874,2023/09/12,上市,,RWSCCA
058288　力智統一39購01,TW23Z0582882,2023/09/12,上市,,RWSCCA
058289　元金2X凱基39購02,TW23Z0582890,2023/09/12,上市,,RWBCCA
05828T　華通凱基38售03,TW24Z05828T8,2024/01/15,上市,,RWSCPE
058293　鴻海凱基39購01,TW23Z0582932,2023/09/12,上市,,RWSCCA
058296　技嘉凱基37購01,TW23Z0582965,2023/09/12,上市,,RWSCCA
058297　聯發科凱基49購01,TW23Z0582973,2023/09/12,上市,,RWSCCA
058299　漢翔凱基39購01,TW23Z0582999,2023/09/12,上市,,RWSCCA
05829T　長榮凱基37售22,TW24Z05829T6,2024/01/15,上市,,RWSCPE
058302　欣興凱基45購01,TW23Z0583021,2023/09/12,上市,,RWSCCA
05830T　陽明凱基37售12,TW24Z05830T4,2024/01/15,上市,,RWSCPE
058314　啟碁凱基39購02,TW23Z0583146,2023/09/12,上市,,RWSCCA
058315　樺漢凱基37購01,TW23Z0583153,2023/09/12,上市,,RWSCCA
05831T　創意凱基37售11,TW24Z05831T2,2024/01/15,上市,,RWSCPE
058328　台積電元大37購04,TW23Z0583286,2023/09/12,上市,,RWSCCA
05832T　華航第一3A售01,TW24Z05832T0,2024/01/16,上市,,RWSCPE
058331　旺宏元大39購01,TW23Z0583310,2023/09/12,上市,,RWSCCA
05833T　長榮航第一39售01,TW24Z05833T8,2024/01/16,上市,,RWSCPE
058344　創意元大37購03,TW23Z0583443,2023/09/12,上市,,RWSCCA
058345　創意元大39購01,TW23Z0583450,2023/09/12,上市,,RWSCCA
05834T　上証2X永豐3A售01,TW24Z05834T6,2024/01/16,上市,,RWBCPE
05835T　奇鋐永豐37售05,TW24Z05835T3,2024/01/16,上市,,RWSCPE
05836T　大同國票37售03,TW24Z05836T1,2024/01/16,上市,,RWSCPE
058374　慧洋富邦37購01,TW23Z0583740,2023/09/12,上市,,RWSCCA
058378　辛耘富邦37購03,TW23Z0583781,2023/09/12,上市,,RWSCCA
05837T　大同國票37售04,TW24Z05837T9,2024/01/16,上市,,RWSCPE
058380　康舒富邦38購02,TW23Z0583807,2023/09/12,上市,,RWSCCA
058382　A50正2群益39購01,TW23Z0583823,2023/09/12,上市,,RWBCCA
05838T　大同國票38售02,TW24Z05838T7,2024/01/16,上市,,RWSCPE
058390　旺宏群益38購01,TW23Z0583906,2023/09/12,上市,,RWSCCA
05839T　大同國票39售02,TW24Z05839T5,2024/01/16,上市,,RWSCPE
058400　奇鋐群益39購01,TW23Z0584003,2023/09/12,上市,,RWSCCA
058406　彩晶群益39購01,TW23Z0584060,2023/09/12,上市,,RWSCCA
05840T　長榮統一3B售05,TW24Z05840T3,2024/01/16,上市,,RWSCPE
058410　穎崴群益37購01,TW23Z0584102,2023/09/12,上市,,RWSCCA
058412　光寶科元富39購01,TW23Z0584128,2023/09/12,上市,,RWSCCA
058415　鴻海元富39購02,TW23Z0584151,2023/09/12,上市,,RWSCCA
058416　金像電元富39購01,TW23Z0584169,2023/09/12,上市,,RWSCCA
058417　技嘉元富39購02,TW23Z0584177,2023/09/12,上市,,RWSCCA
05841T　陽明統一3A售03,TW24Z05841T1,2024/01/16,上市,,RWSCPE
05842T　緯穎統一3A售02,TW24Z05842T9,2024/01/16,上市,,RWSCPE
058432　T50反1兆豐43購01,TW23Z0584326,2023/09/13,上市,,RWBCCA
058433　美時兆豐37購01,TW23Z0584334,2023/09/13,上市,,RWSCCA
058437　裕隆統一39購01,TW23Z0584375,2023/09/13,上市,,RWSCCA
058439　聯發科統一37購01,TW23Z0584391,2023/09/13,上市,,RWSCCA
05843T　聯電台新37售02,TW24Z05843T7,2024/01/16,上市,,RWSCPE
058440　長榮統一37購08,TW23Z0584409,2023/09/13,上市,,RWSCCA
058441　陽明統一37購02,TW23Z0584417,2023/09/13,上市,,RWSCCA
058442　萬海統一37購01,TW23Z0584425,2023/09/13,上市,,RWSCCA
058444　奇鋐統一39購03,TW23Z0584441,2023/09/13,上市,,RWSCCA
058445　健策統一39購01,TW23Z0584458,2023/09/13,上市,,RWSCCA
058446　立積統一39購01,TW23Z0584466,2023/09/13,上市,,RWSCCA
058447　亞翔統一39購02,TW23Z0584474,2023/09/13,上市,,RWSCCA
058448　啟碁統一39購02,TW23Z0584482,2023/09/13,上市,,RWSCCA
058449　樺漢統一39購02,TW23Z0584490,2023/09/13,上市,,RWSCCA
05844T　華邦電台新37售01,TW24Z05844T5,2024/01/16,上市,,RWSCPE
058452　美時永豐37購01,TW23Z0584524,2023/09/13,上市,,RWSCCA
058455　技嘉永豐37購03,TW23Z0584557,2023/09/13,上市,,RWSCCA
05845T　臺股指富邦38售18,TW24Z05845T2,2024/01/16,上市,,RWICPE
05846T　台灣50元富3A售03,TW24Z05846T0,2024/01/16,上市,,RWBCPE
058479　精成科富邦38購01,TW23Z0584797,2023/09/13,上市,,RWSCCA
05847T　英業達元富37售02,TW24Z05847T8,2024/01/16,上市,,RWSCPE
058484　T50反1元富39購01,TW23Z0584847,2023/09/13,上市,,RWBCCA
05848T　友達元富37售03,TW24Z05848T6,2024/01/16,上市,,RWSCPE
058495　東陽凱基37購01,TW23Z0584953,2023/09/13,上市,,RWSCCA
058499　佳世達凱基39購01,TW23Z0584995,2023/09/13,上市,,RWSCCA
05849T　友達元富37售04,TW24Z05849T4,2024/01/16,上市,,RWSCPE
058500　技嘉凱基37購02,TW23Z0585000,2023/09/13,上市,,RWSCCA
058507　大立光凱基37購01,TW23Z0585075,2023/09/13,上市,,RWSCCA
05850T　宏達電元富37售02,TW24Z05850T2,2024/01/16,上市,,RWSCPE
058516　亞翔凱基39購01,TW23Z0585166,2023/09/13,上市,,RWSCCA
058517　愛普凱基39購01,TW23Z0585174,2023/09/13,上市,,RWSCCA
05851T　訊芯元富37售02,TW24Z05851T0,2024/01/16,上市,,RWSCPE
05852T　世紀鋼元富37售05,TW24Z05852T8,2024/01/16,上市,,RWSCPE
058538　裕隆元大37購02,TW23Z0585380,2023/09/13,上市,,RWSCCA
058539　裕隆元大39購01,TW23Z0585398,2023/09/13,上市,,RWSCCA
05853T　華城凱基3C售01,TW24Z05853T6,2024/01/16,上市,,RWSCPE
058541　台光電元大37購02,TW23Z0585414,2023/09/13,上市,,RWSCCA
058542　台光電元大39購01,TW23Z0585422,2023/09/13,上市,,RWSCCA
058548　漢翔元大37購01,TW23Z0585489,2023/09/13,上市,,RWSCCA
05854T　瑞昱凱基37售05,TW24Z05854T4,2024/01/16,上市,,RWSCPE
058550　大立光元大37購01,TW23Z0585505,2023/09/13,上市,,RWSCCA
058551　大立光元大39購01,TW23Z0585513,2023/09/13,上市,,RWSCCA
058557　創意元大37購04,TW23Z0585570,2023/09/13,上市,,RWSCCA
058558　創意元大39購02,TW23Z0585588,2023/09/13,上市,,RWSCCA
05855T　友達凱基37售04,TW24Z05855T1,2024/01/16,上市,,RWSCPE
058565　緯穎元大37購04,TW23Z0585653,2023/09/13,上市,,RWSCCA
058566　緯穎元大39購01,TW23Z0585661,2023/09/13,上市,,RWSCCA
05856T　長榮凱基38售06,TW24Z05856T9,2024/01/16,上市,,RWSCPE
058575　T50反1群益37購01,TW23Z0585752,2023/09/13,上市,,RWBCCA
05857T　奇鋐凱基37售12,TW24Z05857T7,2024/01/16,上市,,RWSCPE
058588　聯陽群益3A購01,TW23Z0585885,2023/09/13,上市,,RWSCCA
05858T　臺股指凱基3A售30,TW24Z05858T5,2024/01/16,上市,,RWICPE
058590　玉晶光群益39購02,TW23Z0585901,2023/09/13,上市,,RWSCCA
05859T　日本2X元大38售01,TW24Z05859T3,2024/01/16,上市,,RWBCPE
05859U　臺股指群益36售01,TW23Z05859U2,2023/04/20,上市,,RWICPE
058602　上銀兆豐39購01,TW23Z0586024,2023/09/14,上市,,RWSCCA
058609　A50正2凱基39購01,TW23Z0586099,2023/09/14,上市,,RWBCCA
05860T　華城元大37售18,TW24Z05860T1,2024/01/16,上市,,RWSCPE
058617　鴻海凱基39購02,TW23Z0586172,2023/09/14,上市,,RWSCCA
05861T　華通元大37售09,TW24Z05861T9,2024/01/16,上市,,RWSCPE
058626　新光金凱基37購02,TW23Z0586263,2023/09/14,上市,,RWSCCA
058627　聯陽凱基39購02,TW23Z0586271,2023/09/14,上市,,RWSCCA
058628　奇鋐凱基37購05,TW23Z0586289,2023/09/14,上市,,RWSCCA
058629　欣興凱基37購03,TW23Z0586297,2023/09/14,上市,,RWSCCA
05862T　長榮元大37售41,TW24Z05862T7,2024/01/16,上市,,RWSCPE
058633　健策凱基37購01,TW23Z0586339,2023/09/14,上市,,RWSCCA
058636　啟碁凱基39購03,TW23Z0586362,2023/09/14,上市,,RWSCCA
058639　南電凱基39購01,TW23Z0586396,2023/09/14,上市,,RWSCCA
05863T　萬海元大37售12,TW24Z05863T5,2024/01/16,上市,,RWSCPE
05864T　台灣50群益37售03,TW24Z05864T3,2024/01/16,上市,,RWBCPE
058653　鴻海永豐37購01,TW23Z0586537,2023/09/14,上市,,RWSCCA
058656　聯發科永豐39購01,TW23Z0586560,2023/09/14,上市,,RWSCCA
05865T　台灣50群益38售02,TW24Z05865T0,2024/01/16,上市,,RWBCPE
05866T　台積電群益37售12,TW24Z05866T8,2024/01/16,上市,,RWSCPE
05867T　台積電群益37售13,TW24Z05867T6,2024/01/16,上市,,RWSCPE
058685　亞航統一37購01,TW23Z0586859,2023/09/14,上市,,RWSCCA
058686　亞航統一39購03,TW23Z0586867,2023/09/14,上市,,RWSCCA
058687　晶豪科統一37購03,TW23Z0586875,2023/09/14,上市,,RWSCCA
058689　聯陽統一37購02,TW23Z0586891,2023/09/14,上市,,RWSCCA
05868T　台積電群益38售08,TW24Z05868T4,2024/01/16,上市,,RWSCPE
058690　創意統一37購02,TW23Z0586909,2023/09/14,上市,,RWSCCA
058695　矽創統一38購01,TW23Z0586958,2023/09/14,上市,,RWSCCA
058696　矽創統一39購02,TW23Z0586966,2023/09/14,上市,,RWSCCA
058699　東哥統一39購02,TW23Z0586990,2023/09/14,上市,,RWSCCA
05869T　大同群益37售03,TW24Z05869T2,2024/01/16,上市,,RWSCPE
058701　美時富邦39購01,TW23Z0587014,2023/09/14,上市,,RWSCCA
058703　技嘉富邦37購01,TW23Z0587030,2023/09/14,上市,,RWSCCA
058704　技嘉富邦37購02,TW23Z0587048,2023/09/14,上市,,RWSCCA
058705　華航富邦38購01,TW23Z0587055,2023/09/14,上市,,RWSCCA
058707　辛耘富邦37購04,TW23Z0587071,2023/09/14,上市,,RWSCCA
05870T　文曄群益37售02,TW24Z05870T0,2024/01/16,上市,,RWSCPE
058710　裕隆元大39購02,TW23Z0587105,2023/09/14,上市,,RWSCCA
05871T　緯穎群益37售13,TW24Z05871T8,2024/01/16,上市,,RWSCPE
058721　台光電元大37購03,TW23Z0587212,2023/09/14,上市,,RWSCCA
058722　台光電元大39購02,TW23Z0587220,2023/09/14,上市,,RWSCCA
058728　創意元大37購05,TW23Z0587287,2023/09/14,上市,,RWSCCA
058729　創意元大39購03,TW23Z0587295,2023/09/14,上市,,RWSCCA
05872T　臺股指群益41售03,TW24Z05872T6,2024/01/16,上市,,RWICPE
058732　嘉澤元大39購01,TW23Z0587329,2023/09/14,上市,,RWSCCA
05873T　華城統一39售03,TW24Z05873T4,2024/01/17,上市,,RWSCPE
058745　世紀鋼元大37購02,TW23Z0587451,2023/09/14,上市,,RWSCCA
05874T　技嘉統一39售03,TW24Z05874T2,2024/01/17,上市,,RWSCPE
058754　T50反1群益37購02,TW23Z0587543,2023/09/14,上市,,RWBCCA
05875T　南亞科統一39售01,TW24Z05875T9,2024/01/17,上市,,RWSCPE
058760　光寶科群益39購01,TW23Z0587600,2023/09/14,上市,,RWSCCA
058767　技嘉群益37購01,TW23Z0587675,2023/09/14,上市,,RWSCCA
058768　技嘉群益39購01,TW23Z0587683,2023/09/14,上市,,RWSCCA
05876T　緯穎統一3B售02,TW24Z05876T7,2024/01/17,上市,,RWSCPE
05877T　一詮元富37售05,TW24Z05877T5,2024/01/17,上市,,RWSCPE
058785　彩晶群益38購01,TW23Z0587857,2023/09/14,上市,,RWSCCA
05878T　智原元富37售08,TW24Z05878T3,2024/01/17,上市,,RWSCPE
05879T　智邦國票38售02,TW24Z05879T1,2024/01/17,上市,,RWSCPE
05880T　敦泰國票38售04,TW24Z05880T9,2024/01/17,上市,,RWSCPE
058811　臻鼎永豐37購01,TW23Z0588111,2023/09/15,上市,,RWSCCA
058815　漢翔元富39購02,TW23Z0588152,2023/09/15,上市,,RWSCCA
05881T　臺股指富邦38售19,TW24Z05881T7,2024/01/17,上市,,RWICPE
058825　台積電元大37購05,TW23Z0588251,2023/09/15,上市,,RWSCCA
058826　台積電元大39購02,TW23Z0588269,2023/09/15,上市,,RWSCCA
05882T　香港2X凱基3B售02,TW24Z05882T5,2024/01/17,上市,,RWBCPE
058832　台光電元大37購04,TW23Z0588327,2023/09/15,上市,,RWSCCA
058833　台光電元大39購03,TW23Z0588335,2023/09/15,上市,,RWSCCA
05883T　萬海凱基37售06,TW24Z05883T3,2024/01/17,上市,,RWSCPE
058846　創意元大37購06,TW23Z0588467,2023/09/15,上市,,RWSCCA
058847　創意元大39購04,TW23Z0588475,2023/09/15,上市,,RWSCCA
05884T　晟銘電凱基37售03,TW24Z05884T1,2024/01/17,上市,,RWSCPE
05885T　奇鋐凱基37售14,TW24Z05885T8,2024/01/17,上市,,RWSCPE
05886T　智原凱基37售22,TW24Z05886T6,2024/01/17,上市,,RWSCPE
05887T　文曄凱基37售07,TW24Z05887T4,2024/01/17,上市,,RWSCPE
05888T　緯穎凱基37售14,TW24Z05888T2,2024/01/17,上市,,RWSCPE
05889T　臺股指凱基38售13,TW24Z05889T0,2024/01/17,上市,,RWICPE
058909　中砂統一38購02,TW23Z0589093,2023/09/15,上市,,RWSCCA
05890T　台積電台新37售02,TW24Z05890T8,2024/01/17,上市,,RWSCPE
058910　亞航統一37購02,TW23Z0589101,2023/09/15,上市,,RWSCCA
058911　亞航統一39購04,TW23Z0589119,2023/09/15,上市,,RWSCCA
058912　聯陽統一37購03,TW23Z0589127,2023/09/15,上市,,RWSCCA
058914　敦泰統一37購01,TW23Z0589143,2023/09/15,上市,,RWSCCA
058915　正文統一39購02,TW23Z0589150,2023/09/15,上市,,RWSCCA
058916　致伸統一37購01,TW23Z0589168,2023/09/15,上市,,RWSCCA
058917　中磊統一39購01,TW23Z0589176,2023/09/15,上市,,RWSCCA
058918　啟碁統一38購03,TW23Z0589184,2023/09/15,上市,,RWSCCA
05891T　友達台新37售01,TW24Z05891T6,2024/01/17,上市,,RWSCPE
058920　T50反1凱基37購02,TW23Z0589200,2023/09/15,上市,,RWBCCA
058921　T50反1凱基3C購01,TW23Z0589218,2023/09/15,上市,,RWBCCA
05892T　群創台新37售01,TW24Z05892T4,2024/01/17,上市,,RWSCPE
058933　鴻海凱基39購03,TW23Z0589333,2023/09/15,上市,,RWSCCA
058934　國巨凱基39購01,TW23Z0589341,2023/09/15,上市,,RWSCCA
058936　技嘉凱基37購03,TW23Z0589366,2023/09/15,上市,,RWSCCA
058937　技嘉凱基39購04,TW23Z0589374,2023/09/15,上市,,RWSCCA
058938　微星凱基38購01,TW23Z0589382,2023/09/15,上市,,RWSCCA
05893T　道瓊2X元大3A售01,TW24Z05893T2,2024/01/17,上市,,RWBCPE
058941　長榮凱基37購02,TW23Z0589416,2023/09/15,上市,,RWSCCA
058943　大立光凱基39購01,TW23Z0589432,2023/09/15,上市,,RWSCCA
058948　嘉澤凱基39購01,TW23Z0589481,2023/09/15,上市,,RWSCCA
05894T　聯電元大37售05,TW24Z05894T0,2024/01/17,上市,,RWSCPE
05895T　智原元大37售15,TW24Z05895T7,2024/01/17,上市,,RWSCPE
05896T　智原元大37售16,TW24Z05896T5,2024/01/17,上市,,RWSCPE
058971　元債2X群益39購01,TW23Z0589713,2023/09/15,上市,,RWBCCA
05897T　智原元大37售17,TW24Z05897T3,2024/01/17,上市,,RWSCPE
058980　台積電群益37購01,TW23Z0589804,2023/09/15,上市,,RWSCCA
058986　聯發科群益37購05,TW23Z0589861,2023/09/15,上市,,RWSCCA
05898T　智原群益39售03,TW24Z05898T1,2024/01/17,上市,,RWSCPE
058990　聯陽群益38購02,TW23Z0589903,2023/09/15,上市,,RWSCCA
05899T　緯穎群益3B售02,TW24Z05899T9,2024/01/17,上市,,RWSCPE
05900T　臺股指群益3A售20,TW24Z05900T5,2024/01/17,上市,,RWICPE
059014　漢翔兆豐37購01,TW23Z0590141,2023/09/18,上市,,RWSCCA
05901T　臺股指群益3A售21,TW24Z05901T3,2024/01/17,上市,,RWICPE
059026　元債2X凱基39購01,TW23Z0590265,2023/09/18,上市,,RWBCCA
05902T　臺股指群益3A售22,TW24Z05902T1,2024/01/17,上市,,RWICPE
059037　旺宏凱基38購01,TW23Z0590372,2023/09/18,上市,,RWSCCA
05903T　臺股指群益3A售23,TW24Z05903T9,2024/01/17,上市,,RWICPE
059040　聯發科凱基39購01,TW23Z0590406,2023/09/18,上市,,RWSCCA
059048　創意凱基39購01,TW23Z0590489,2023/09/18,上市,,RWSCCA
05904T　臺股指群益44售02,TW24Z05904T7,2024/01/17,上市,,RWICPE
059054　愛普凱基38購02,TW23Z0590547,2023/09/18,上市,,RWSCCA
05905T　中興電凱基37售12,TW24Z05905T4,2024/01/18,上市,,RWSCPE
05906T　華城凱基37售14,TW24Z05906T2,2024/01/18,上市,,RWSCPE
059079　大立光富邦38購04,TW23Z0590794,2023/09/18,上市,,RWSCCA
05907T　凌陽凱基37售02,TW24Z05907T0,2024/01/18,上市,,RWSCPE
059082　大眾控富邦37購01,TW23Z0590828,2023/09/18,上市,,RWSCCA
059083　大眾控富邦37購02,TW23Z0590836,2023/09/18,上市,,RWSCCA
059088　東陽統一37購01,TW23Z0590885,2023/09/18,上市,,RWSCCA
059089　堤維西統一39購01,TW23Z0590893,2023/09/18,上市,,RWSCCA
05908T　聯發科凱基38售16,TW24Z05908T8,2024/01/18,上市,,RWSCPE
059090　中砂統一37購03,TW23Z0590901,2023/09/18,上市,,RWSCCA
059091　華通統一37購02,TW23Z0590919,2023/09/18,上市,,RWSCCA
059094　嘉澤統一37購01,TW23Z0590943,2023/09/18,上市,,RWSCCA
059095　康舒統一39購01,TW23Z0590950,2023/09/18,上市,,RWSCCA
059099　東陽元大39購01,TW23Z0590992,2023/09/18,上市,,RWSCCA
05909T　大立光凱基38售13,TW24Z05909T6,2024/01/18,上市,,RWSCPE
059104　華通元大37購01,TW23Z0591040,2023/09/18,上市,,RWSCCA
059105　華通元大39購01,TW23Z0591057,2023/09/18,上市,,RWSCCA
05910T　聯詠凱基37售06,TW24Z05910T4,2024/01/18,上市,,RWSCPE
059117　創意元大37購07,TW23Z0591172,2023/09/18,上市,,RWSCCA
059118　創意元大39購05,TW23Z0591180,2023/09/18,上市,,RWSCCA
05911T　台勝科凱基37售06,TW24Z05911T2,2024/01/18,上市,,RWSCPE
059120　嘉澤元大37購01,TW23Z0591206,2023/09/18,上市,,RWSCCA
059121　嘉澤元大39購02,TW23Z0591214,2023/09/18,上市,,RWSCCA
05912T　臺股指凱基3A售31,TW24Z05912T0,2024/01/18,上市,,RWICPE
059133　堤維西群益39購01,TW23Z0591339,2023/09/18,上市,,RWSCCA
05913T　臺股指凱基3A售32,TW24Z05913T8,2024/01/18,上市,,RWICPE
059149　神基群益39購01,TW23Z0591495,2023/09/18,上市,,RWSCCA
05914T　臺股指凱基44售02,TW24Z05914T6,2024/01/18,上市,,RWICPE
059156　大眾控群益37購02,TW23Z0591560,2023/09/18,上市,,RWSCCA
05915T　晶豪科元富37售02,TW24Z05915T3,2024/01/18,上市,,RWSCPE
059167　滬深2X元富39購01,TW23Z0591677,2023/09/18,上市,,RWBCCA
05916T　奇鋐統一39售04,TW24Z05916T1,2024/01/18,上市,,RWSCPE
05917T　聯詠統一39售01,TW24Z05917T9,2024/01/18,上市,,RWSCPE
05918T　文曄統一39售08,TW24Z05918T7,2024/01/18,上市,,RWSCPE
059193　華新凱基38購02,TW23Z0591933,2023/09/19,上市,,RWSCCA
059195　裕隆凱基37購03,TW23Z0591958,2023/09/19,上市,,RWSCCA
059196　華通凱基37購01,TW23Z0591966,2023/09/19,上市,,RWSCCA
05919T　新日興中信37售02,TW24Z05919T5,2024/01/18,上市,,RWSCPE
059209　欣興凱基37購04,TW23Z0592097,2023/09/19,上市,,RWSCCA
05920T　華城永豐39售02,TW24Z05920T3,2024/01/18,上市,,RWSCPE
059218　材料凱基39購01,TW23Z0592188,2023/09/19,上市,,RWSCCA
05921T　南亞科台新37售01,TW24Z05921T1,2024/01/18,上市,,RWSCPE
059228　台積電兆豐37購01,TW23Z0592287,2023/09/19,上市,,RWSCCA
05922T　滬深2X元大39售03,TW24Z05922T9,2024/01/18,上市,,RWBCPE
059234　技嘉永豐39購01,TW23Z0592345,2023/09/19,上市,,RWSCCA
05923T　華城元大37售24,TW24Z05923T7,2024/01/18,上市,,RWSCPE
059249　定穎控元富39購01,TW23Z0592493,2023/09/19,上市,,RWSCCA
05924T　華城元大37售25,TW24Z05924T5,2024/01/18,上市,,RWSCPE
059252　材料元富39購01,TW23Z0592527,2023/09/19,上市,,RWSCCA
059253　材料元富49購01,TW23Z0592535,2023/09/19,上市,,RWSCCA
05925T　聯電元大37售06,TW24Z05925T2,2024/01/18,上市,,RWSCPE
05926T　長榮元大37售47,TW24Z05926T0,2024/01/18,上市,,RWSCPE
059277　神基富邦37購01,TW23Z0592774,2023/09/19,上市,,RWSCCA
05927T　萬海元大37售13,TW24Z05927T8,2024/01/18,上市,,RWSCPE
059286　東陽統一39購01,TW23Z0592865,2023/09/19,上市,,RWSCCA
059287　精英統一39購01,TW23Z0592873,2023/09/19,上市,,RWSCCA
059288　智邦統一37購01,TW23Z0592881,2023/09/19,上市,,RWSCCA
05928T　勤誠元大37售08,TW24Z05928T6,2024/01/18,上市,,RWSCPE
059291　義隆統一37購03,TW23Z0592915,2023/09/19,上市,,RWSCCA
059292　慧洋統一37購01,TW23Z0592923,2023/09/19,上市,,RWSCCA
059293　聯詠統一37購01,TW23Z0592931,2023/09/19,上市,,RWSCCA
059294　欣興統一37購02,TW23Z0592949,2023/09/19,上市,,RWSCCA
059295　明泰統一37購01,TW23Z0592956,2023/09/19,上市,,RWSCCA
059296　嘉澤統一37購02,TW23Z0592964,2023/09/19,上市,,RWSCCA
059297　智易統一37購03,TW23Z0592972,2023/09/19,上市,,RWSCCA
059299　材料統一37購02,TW23Z0592998,2023/09/19,上市,,RWSCCA
05929T　世紀鋼元大37售07,TW24Z05929T4,2024/01/18,上市,,RWSCPE
059300　材料統一39購05,TW23Z0593004,2023/09/19,上市,,RWSCCA
059301　穎崴統一37購01,TW23Z0593012,2023/09/19,上市,,RWSCCA
059308　瑞昱元大37購01,TW23Z0593087,2023/09/19,上市,,RWSCCA
05930T　臺股指元大3A售18,TW24Z05930T2,2024/01/18,上市,,RWICPE
059311　偉詮電元大37購01,TW23Z0593111,2023/09/19,上市,,RWSCCA
05931T　臺股指元大3A售19,TW24Z05931T0,2024/01/18,上市,,RWICPE
059325　定穎控元大37購01,TW23Z0593251,2023/09/19,上市,,RWSCCA
059328　材料元大37購01,TW23Z0593285,2023/09/19,上市,,RWSCCA
059329　材料元大39購01,TW23Z0593293,2023/09/19,上市,,RWSCCA
05932T　臺股指元大3A售20,TW24Z05932T8,2024/01/18,上市,,RWICPE
059335　美費半群益39購01,TW23Z0593350,2023/09/19,上市,,RWBCCA
05933T　臺股指元大3A售21,TW24Z05933T6,2024/01/18,上市,,RWICPE
059340　台達電群益37購01,TW23Z0593400,2023/09/19,上市,,RWSCCA
05934T　世紀鋼國票37售04,TW24Z05934T4,2024/01/18,上市,,RWSCPE
059358　瑞鼎群益37購01,TW23Z0593582,2023/09/19,上市,,RWSCCA
05935T　臺股指法興37售04,TW24Z05935T1,2024/01/18,上市,,RWICPE
059362　材料群益37購02,TW23Z0593624,2023/09/19,上市,,RWSCCA
059363　材料群益39購02,TW23Z0593632,2023/09/19,上市,,RWSCCA
